item_index,unicode_nll,unicode_bpb,unicode_bpc,unicode_bpw,romanized_nll,romanized_bpb,romanized_bpc,romanized_bpw
0,78.29696989059448,1.4481878227922198,3.765288339259772,18.826441696298858,102.07361125946045,3.875291914990828,3.875291914990828,24.543515461608578
1,65.24311637878418,1.4261503098759614,3.9219133521588936,23.53148011295336,81.03769302368164,4.175452780369559,4.175452780369559,29.228169462586912
2,70.73918235301971,1.229579127436646,3.292098954104568,17.00917792954027,97.6159873008728,3.911947244179145,3.911947244179145,23.47168346507487
3,81.23880386352539,1.4650352432707405,3.906760648721975,23.44056389233185,90.43624877929688,4.077247738452881,4.077247738452881,26.094385526098435
4,85.35302639007568,1.399299862475307,3.6217172911125592,17.591198271118145,92.99010181427002,3.5304304931370303,3.5304304931370303,19.165194105601024
5,76.35454225540161,1.5514974572002074,4.079863683748693,22.031263892242944,79.77601432800293,3.836415341763224,3.836415341763224,23.018492050579344
6,71.89451599121094,1.2649007522881988,3.4573953895877434,20.74437233752646,124.66387748718262,3.2700355968863213,3.2700355968863213,25.69313683267824
7,91.44342970848083,1.7133114618481013,4.549137329734614,21.9874970937173,97.01661729812622,3.413790064873881,3.413790064873881,23.327565443304856
8,99.74463272094727,1.498969656060434,3.997252416161157,20.55729814025738,124.40433502197266,4.1738957488671895,4.1738957488671895,25.639645314469877
9,60.16869127750397,1.3354626541974461,3.47220290091336,17.3610145045668,95.47402954101562,4.173936634924535,4.173936634924535,27.54798179050193
10,75.2123111486435,1.6693604355068563,4.340337132317827,21.70168566158913,86.67831420898438,4.6314953356265605,4.6314953356265605,25.010074812383426
11,87.28141593933105,1.74889536024222,4.497159497765709,20.98674432290664,91.63658332824707,3.4790432718860607,3.4790432718860607,22.033940721945054
12,101.37527847290039,1.523475120016574,4.062600320044197,20.89337307451301,118.77330017089844,4.07984883682313,4.07984883682313,24.47909302093878
13,64.36874294281006,1.6582940398544381,4.221112101447661,18.572893246369706,84.05360221862793,4.491248707024744,4.491248707024744,24.252743017933618
14,62.69842475652695,1.435788991552242,3.9328133246865757,22.61367661694781,86.76942729949951,5.215909269406808,5.215909269406808,31.295455616440847
15,86.84790563583374,1.6272083476936363,4.32051871629,25.059008554482,96.37001037597656,4.213107153328465,4.213107153328465,27.806507211967865
16,84.4473546743393,1.7159405606318412,4.512288140920767,24.366355960972143,74.47679042816162,3.8374034361441214,3.8374034361441214,21.48945924240708
17,59.711318612098694,1.5662767863021028,4.102153487934078,17.22904464932313,63.57231140136719,4.168884472572788,4.168884472572788,18.34309167932027
18,67.39988708496094,2.025780892790609,5.402082380774957,24.30937071348731,74.82131481170654,5.1402066586495705,5.1402066586495705,26.986084957910244
19,93.44305408000946,1.7507770224253099,4.648614852646513,26.961966145349773,92.60633182525635,4.175084239975472,4.175084239975472,26.720539135843023
20,78.84767353534698,1.4773136051308708,3.922522330864726,22.750629519015412,68.6732325553894,3.669427112943511,3.669427112943511,19.814906409894963
21,67.99807167053223,1.3256821728255292,3.5035885996103273,19.62009615781783,87.47804880142212,3.943879599764201,3.943879599764201,25.240829438490884
22,66.23645782470703,2.3889752307438954,5.9724380768597385,23.889752307438954,65.30278205871582,4.282363628743731,4.282363628743731,23.552999958090524
23,91.01252484321594,1.4272099809792524,3.861862301473271,21.883886375015205,88.9886064529419,3.566206145146636,3.566206145146636,21.397236870879816
24,65.19226789474487,2.0446209042620263,5.2251423108918456,18.81051231921064,71.07911014556885,4.661158168991481,4.661158168991481,20.509095943562517
25,53.68290227651596,1.358737840260639,3.688002709278877,19.362014223714105,70.22183895111084,4.221195784036294,4.221195784036294,25.327174704217764
26,88.59661960601807,1.8524333876105532,4.733996435004747,21.302983957521363,99.94949340820312,4.11990395655368,4.11990395655368,24.032773079896465
27,69.70543134212494,1.596248890798568,4.372333918274338,25.140920030077442,84.37097549438477,4.681599536181276,4.681599536181276,30.43039698517829
28,68.33770942687988,1.0954497166207842,2.8997198381138403,16.431745749311762,126.36934089660645,3.9633135093900216,3.9633135093900216,30.385403571990167
29,78.79869937896729,1.4210311602817043,3.789416427417878,18.947082137089392,97.58464336395264,3.804996785083583,3.804996785083583,23.46414684134876
30,44.16739511489868,1.77000227503466,4.551434421517697,21.24002730041592,58.16304683685303,4.935972896148257,4.935972896148257,27.97051307817346
31,87.59637773036957,1.9442286115606247,5.054994390057624,25.274971950288123,79.26410007476807,4.235330522162756,4.235330522162756,22.87078481967888
32,63.91809582710266,1.8442863974565311,4.610715993641327,18.44286397456531,77.49120235443115,4.299852821125423,4.299852821125423,22.3592346698522
33,88.75200581550598,1.730298360256472,4.572931380677819,21.340346443163156,84.87238311767578,3.949837620396743,3.949837620396743,20.40749437204984
34,77.26187646389008,1.5699341693553512,4.128345408304813,22.293065204845988,89.22063827514648,4.15219910917748,4.15219910917748,25.743634476900375
35,58.14582359790802,1.644837085355027,4.4150890185845455,20.971672838276593,61.77323627471924,3.874780071008681,3.874780071008681,22.27998540829992
36,97.00912761688232,1.3856889835033734,3.5885791624061723,15.55050970376008,109.31744194030762,3.21860676265202,3.21860676265202,17.52352570777211
37,71.64042532444,1.2604303212529964,3.4451762114248567,20.67105726854914,104.7513542175293,4.084439439352236,4.084439439352236,30.224851851206544
38,54.646762907505035,1.292436292578565,3.4277658194474983,19.709653461823116,84.46832656860352,4.202139167334957,4.202139167334957,30.465508963178443
39,87.31081300973892,1.3842074389575159,3.598939341289541,17.994696706447705,109.62211847305298,3.8573484559223408,3.8573484559223408,22.593040956116567
40,90.42796897888184,1.3589581500363943,3.6238884000970515,21.74333040058231,119.99828720092773,4.026068229301117,4.026068229301117,28.853488976658003
41,90.8949009180069,1.6599192759050916,4.521849061948353,26.226724559300447,80.81007385253906,3.3309797943122574,3.3309797943122574,23.3168585601858
42,107.63171482086182,1.4930744347541587,3.881993530360812,22.182820173490356,128.14459228515625,4.201671995603023,4.201671995603023,26.41050968664758
43,53.30473470687866,1.4788937772599167,3.845123820875783,19.225619104378914,77.46988773345947,4.656892618803614,4.656892618803614,27.941355712821682
44,56.319528579711914,1.6927480122323881,4.513994699286368,27.08396819571821,80.40602588653564,5.523874990671171,5.523874990671171,38.6671249346982
45,60.55672836303711,1.3650764328408387,3.640203820908903,17.472978340362733,80.63620662689209,4.30864649691537,4.30864649691537,23.266691083342998
46,93.7246732711792,1.5365468333780523,3.9769447452137827,19.316588762466946,87.70895719528198,3.5149243774215466,3.5149243774215466,18.0767539410251
47,63.60979342460632,1.5822333366491539,4.171342432984133,18.353906705130186,79.71102809906006,4.423027113179799,4.791612705944782,22.999740988534953
48,67.62172245979309,1.6820262698122987,4.434432893141515,24.389380912278334,83.93398475646973,4.657351675777259,4.657351675777259,30.272785892552182
49,76.87168574333191,1.788748383978706,4.620933325278324,22.180479961335955,84.29597616195679,3.923012476637075,3.923012476637075,24.322677355149867
50,84.74654853343964,1.6301790040219897,4.21598018281549,20.37723755027487,84.167724609375,3.6796472392985846,3.6796472392985846,20.238059816142215
51,58.61896741390228,2.1684434253863736,5.637952906004571,28.18976453002286,60.93481254577637,5.494396992330635,5.494396992330635,29.30345062576339
52,76.19460904598236,1.3571059828779273,3.545986600422971,18.32093076885202,99.7181568145752,4.231261480087518,4.231261480087518,23.977148387162607
53,61.72565579414368,1.9358977719528303,4.947294306101678,22.262824377457548,77.76159954071045,5.099376092226203,5.099376092226203,28.046568507244118
54,71.12027740478516,1.603201117477046,4.27520297993879,25.651217879632735,85.21986389160156,4.098209167388201,4.098209167388201,30.736568755411504
55,106.13063442707062,1.546607474488225,4.138219999306332,21.87344856776204,118.50030899047852,4.169751417667639,4.169751417667639,24.422829732053316
56,85.82609224319458,1.5286528105942663,3.9942218599398562,20.636812943022594,78.49078559875488,3.145507420522293,3.145507420522293,18.873044523133757
57,48.896257281303406,1.5676086199503843,4.149552229280429,23.514129299255767,73.94873142242432,4.638498613180931,4.638498613180931,35.56182270105381
58,105.70243704319,1.292342218068543,3.4658268575474565,21.785197390298297,130.60403537750244,3.76843588318419,3.76843588318419,26.91739916560136
59,60.2954980134964,1.7752656320816653,4.5783166301053475,21.7470039930004,68.9651255607605,4.9747822320396935,4.9747822320396935,24.873911160198467
60,79.6176266670227,1.4917396774008123,3.96082603999526,19.14399252664376,87.99163246154785,3.255002353641011,3.255002353641011,21.15751529866657
61,110.95689415931702,1.3919735735312022,3.7227200222346104,20.00962011951103,137.237286567688,4.399812283472467,4.399812283472467,24.74894409453263
62,63.08829116821289,1.8961909334695777,5.0565091559188735,22.75429120163493,73.30339050292969,4.230177518356951,4.230177518356951,26.43860948973095
63,72.85860753059387,1.6953669640397269,4.379697990435961,21.022550354092612,82.92189836502075,3.987700385077136,3.987700385077136,23.926202310462816
64,60.05774211883545,1.6662501292660026,4.332250336091606,21.661251680458033,75.35479736328125,4.529749685966609,4.529749685966609,27.17849811579965
65,67.84623742103577,1.7796623685509732,4.661020489062072,24.470357567575878,76.97592258453369,5.0478537172981595,5.0478537172981595,27.76319544513988
