item_index,mixed_nll,mixed_bpb,mixed_bpc,mixed_bpw
0,141.02490234375,3.281547213760943,4.06911854506357,22.606214139242052
1,185.41541862487793,2.1572411689876008,4.612032844042457,24.317991359496595
2,174.98488867282867,1.7904243341758672,3.3659977482506305,19.419217778369024
3,101.5601921081543,3.11745501076946,3.5736679391747477,29.304077101232927
4,122.68078851699829,2.565086452258277,4.11606895827491,29.49849420097019
5,194.1936535835266,2.9804491595432245,3.785975959419772,21.550940076697163
6,114.39010334014893,2.0374078372297397,4.025122800380705,27.505005802601488
7,106.14209198951721,1.7205693229534456,4.138666749806937,30.62613394857133
8,226.7141408920288,2.7718590403756926,3.2066604584738405,18.171075931351762
9,97.85420417785645,1.8823170013003945,4.033536431357988,23.528962516254932
10,120.21097373962402,2.8430782897473605,3.5393423607058976,28.904629279098167
11,304.0543143749237,2.397036347046974,3.951870734320688,25.80339126527037
12,218.18538665771484,2.3490669800412407,3.5769883559718885,26.231247943793853
13,237.92956352233887,2.0432131034199634,3.1205436488595812,26.404600105734918
14,203.14578223228455,1.5928120250218816,3.9605055757300844,26.643401145820565
15,163.757878780365,2.6250297735880954,3.691448119108259,26.250297735880952
16,336.0703430175781,3.0493523098195774,3.7011222691703267,30.30293857883205
17,138.28695511817932,1.7813027175770713,3.325098406143866,28.50084348123314
18,315.0312445163727,2.6120345643037317,3.029960094592329,21.64257210423092
19,101.52595555782318,2.2533998862274585,5.050723882923614,29.29419852095696
20,144.84201526641846,2.4583865545555934,3.942695417683499,29.85183673388935
21,169.31697750091553,3.092060300998469,3.6458621459534184,40.71212729647984
22,368.50178575515747,3.2026246919740537,3.4521798627772267,26.581784943384648
23,79.22965717315674,1.843616669274934,4.082294053394497,22.860846699009183
24,174.32279348373413,2.0614313907614275,3.0670076789377334,25.149462967289413
25,138.57062220573425,2.3519429349307166,3.919904891551194,28.55930706701584
26,187.02469396591187,1.798797323389314,3.550257875110488,26.981959850839708
27,188.41771602630615,2.1236664416154443,2.9546663535519224,20.90994650205976
28,123.66949939727783,2.787771460776147,5.247569808519805,35.68347469793468
29,393.06671530008316,1.3437805708576873,3.2220193233065,21.810592342382463
30,221.34478855133057,2.4754498354234173,3.3614003028381143,24.56407913612468
31,135.84493827819824,2.1775868753758214,3.4996931925682846,27.997545540546277
32,161.23939514160156,3.101590343556328,4.081039925732011,33.23132510953209
33,151.57542300224304,3.0371820984164297,4.373542221719659,31.239587297997566
34,145.05770587921143,3.26990676429169,4.54943549814496,34.87900548577803
35,96.21455025672913,1.6723886086354827,3.7515744463985152,27.76165090334901
36,145.19137179851532,2.2523319577804704,4.45674195901242,23.27409689706486
37,227.11538136005402,1.3106329375910226,3.150559946132266,18.203235244319757
38,100.2168083190918,1.6064699152852617,3.285961190356217,18.072786546959193
39,155.24798607826233,1.7362441831248674,3.929394730229963,22.39754996231079
40,105.7389087677002,3.1781041522535753,4.237472203004767,30.50979986163432
41,120.84616088867188,2.767367571818361,4.252296512794067,29.05735950409279
42,191.84725284576416,2.8830945863411985,3.2183381428925006,27.677708028875504
43,286.21516382694244,1.438749817004711,3.7200107881112805,25.807574842522005
44,328.4261293411255,1.53339400679223,3.6169370083877785,22.56279752851424
45,302.93194818496704,3.6118877634155733,3.6118877634155733,31.2170299552346
46,179.66310691833496,3.599987130302576,4.628554881817598,28.799897042420607
47,94.2065634727478,2.2651890323554102,4.247229435666394,27.182268388264923
48,216.2401041984558,1.5520822187483827,3.4282255600925815,18.351089762848524
49,95.23032188415527,3.3509344664519647,3.3509344664519647,22.898052187421758
50,137.17324447631836,1.88475390046318,3.8803756774241944,24.737394943579236
51,144.93533372879028,3.9452356079266537,4.267295657553319,23.23305413556807
52,458.1908440589905,2.4213540604565345,2.720286660512897,17.865666446071188
53,114.76909303665161,3.599495681984812,4.599355593647259,23.653828767328765
54,120.13656806945801,3.095007696129044,3.6108423121505515,21.665053872903307
55,222.78086137771606,1.8906167289094271,3.6523277717568474,22.957488851043042
56,149.71943640708923,1.6615345263784473,3.8571337219499675,23.999943158799795
57,238.10678672790527,1.5000676000626856,3.4011433704391583,21.469717525897188
58,347.3867392539978,1.3472395860008872,3.480368930502292,23.865386952015715
59,125.34862160682678,2.3794715101899495,3.348885829156225,20.093314974937353
60,121.37502765655518,1.9242544009656366,4.270906109460316,21.888393810984116
61,129.6562843322754,1.7481726955725525,4.156766187250292,23.381809803282888
62,184.64377355575562,2.637471845939736,3.649104882738539,24.21678694908303
63,226.13935089111328,3.434211790320614,4.027779260252572,32.62501200804583
64,110.42623400688171,2.413808790693522,3.620713186040283,22.758768597967496
65,171.51168823242188,1.832881941240067,4.341036176621211,30.929882758426128
66,171.25683963298798,1.6807577772573352,4.334585846611022,24.707139325682824
67,156.22684502601624,1.5761377242850507,3.577582453535909,20.48979041570566
68,191.77862405776978,1.718497328426418,3.7901105462555247,23.056505823054444
69,272.8266632556915,1.1963698300950436,2.9594411586561606,15.744226964050773
70,126.1858412027359,1.7847812483685228,3.792660152783111,26.006812476227047
71,102.63935434818268,1.8984267630534388,4.113257986615784,29.615457503633642
72,178.4164752960205,3.5260351249651647,4.362721425804357,32.175070515307134
73,146.80862474441528,2.7153855753653424,3.530001247974945,23.5333416531663
74,106.14643859863281,1.9384422857502837,4.640513350735528,25.522823429045403
75,144.701842546463,2.9402905725250394,4.854898387192507,29.822947235611117
76,179.332022190094,1.7720645142893023,4.042522173222471,23.52012900783983
77,131.37458992004395,1.754939531263598,4.307578849465195,27.07620991092409
78,139.4338263273239,2.031924139137406,4.280010420736238,25.1450612218254
79,90.41088533401489,2.71740283153675,4.076104247305125,21.739222652294
80,104.62550449371338,3.5102952670601453,4.5740211055632205,30.18853929671725
81,104.73274898529053,1.962304124412302,4.578709623628705,21.585345368535325
82,84.61159574985504,2.179798742678885,5.086197066250732,24.413745918003514
83,156.4468502998352,2.4533162509811985,4.340482597889814,28.213136886283788
84,183.15442085266113,3.14566636525029,4.403932911350406,29.359552742336042
85,145.90088272094727,1.7688275627128813,3.971518489864771,23.38783110698143
86,105.99911689758301,2.780443641577319,4.13309189964196,30.584880057350507
87,123.51699328422546,1.9799705964074166,4.242794135158749,25.456764810952496
88,110.76602554321289,2.7085016228842966,4.565759878576386,31.960319150034696
89,113.32798933982849,1.6514922041867461,3.802272749174137,23.35681831635541
90,84.10981929302216,1.9892593308870479,4.853792767364396,24.268963836821985
91,95.27329301834106,3.1965187759702736,4.165160829294599,27.49006147334435
92,89.45801067352295,3.309246881191885,5.611331668107979,25.812125673296702
93,152.67556715011597,3.059226161005309,3.6710713932063705,24.47380928804247
94,108.1563857793808,1.9504585175548286,4.106228458010166,26.006113567397716
95,134.41440153121948,2.1546554501460915,4.617118821741625,21.546554501460914
96,220.07231760025024,1.579588264869761,3.6493935774577237,22.67837437420157
97,131.93369936943054,1.7624082759853037,4.137828126226365,27.191441972344688
98,103.1903829574585,2.4405287501665307,5.1335259917295994,29.774450752031676
99,83.10683822631836,4.44066012492855,5.709420160622421,23.979564674614167
100,123.2249321937561,2.02018180215694,4.6783157523634396,25.396571227115817
101,126.90340662002563,2.377700200034112,3.4543946302382382,20.342546155847405
102,104.61872577667236,1.5401318047155876,3.430293565048354,21.561845266018228
103,118.67756581306458,3.566990326318372,5.035751048920054,28.535922610546976
104,121.96636962890625,3.0337978727388504,3.99909719588303,29.32671276980889
105,137.0064992904663,3.1880418886437583,4.492240843088933,32.94309951598551
106,132.97680521011353,3.307672024653249,4.170542987606271,21.31610860332094
107,159.16055011749268,3.06160181812888,4.028423444906421,25.513348484407334
108,83.46702003479004,2.315720305422526,5.01739399508214,24.08349117639427
109,495.31593322753906,1.1638271018577517,3.0279230531383883,18.322816424119477
110,145.68755102157593,1.96432436801949,4.670726830624121,35.03045122968091
111,104.92967212200165,2.259425636007712,5.220052331466093,30.276303522503337
112,125.38363265991211,3.413025378247145,4.019785445491082,25.84147786387124
113,128.68963599205017,2.2102369007087694,4.885786833145701,30.943316609922775
114,155.29779720306396,4.149025220108154,5.091985497405462,32.00676598369147
115,162.38417184352875,2.0371377342393058,4.259469807954913,23.427083943752017
116,124.72089767456055,3.0497325520391247,4.388639526105082,29.98903676171806
117,115.53472810983658,1.3021982757384059,3.333627585890319,18.520153254946216
118,111.43563270568848,3.1523065624082505,4.871746505540023,26.794605780470125
119,152.01838791370392,1.3793470085977069,3.4812091169370696,21.931617436703537
120,199.87446069717407,1.4637456510059343,3.8447719099755875,24.029824437347422
121,181.68039667606354,1.5982280933615647,3.8545501075190676,23.828127937390597
122,107.7293586730957,3.3787089459961654,5.5507361255651295,38.855152878955906
123,195.11684119701385,1.4004681551684144,3.3914951709500154,21.653392245296253
124,172.09977006912231,3.3104997975580486,3.819807458720825,24.828748481685363
125,161.50249600410461,1.9256103312091848,4.236342728660207,21.18171364330103
126,148.16695547103882,3.1435254688482877,3.447737610994896,16.443056298591046
127,156.13335490226746,1.7461458669368821,4.095505760633778,25.028090759428643
128,176.63286066055298,1.687598358496762,3.3976980284401477,19.60210401023162
129,141.67236804962158,3.8564155248336807,4.985122507711831,34.06500380269752
130,144.43806052207947,2.8941676893170003,4.007309108285077,29.768581947260575
131,149.5350306034088,2.247223407194972,4.6898575454503755,30.819063870102468
132,150.08634567260742,1.8044068883918123,4.164015896288798,21.652882660701746
133,171.44045305252075,1.575390391252413,3.805173714255828,20.611357618885737
134,133.44392824172974,3.1051434437271963,4.010810281480962,24.064861688885774
135,105.47474956512451,2.02890530848814,4.908641875374531,30.433579627322096
136,135.9967360496521,2.48356729969517,2.9283853235211703,19.62018166759184
137,155.44177150726318,1.9500441121784693,3.934299524570596,32.03643898578914
138,246.26669454574585,3.144139282807652,3.4493955238569387,23.685849263817644
139,137.154447555542,1.959129122022236,3.733434741966903,21.98578236936065
140,263.4345808029175,1.64526304468845,3.8389471042730503,23.753485207689497
141,110.44256973266602,2.016898071599377,4.30634993665813,26.555824609391802
142,143.07093513011932,1.8595290865546823,4.047210364854309,22.934192067507748
143,114.59821891784668,2.092788381360572,3.8448902820345396,23.618611732497886
144,162.04013013839722,1.8852781627069992,3.6527264402448116,25.974943575074214
145,148.11114120483398,2.0158415935530094,4.27358417833238,26.709901114577377
146,116.39868795871735,1.9082705668639024,4.664661385667317,27.987968314003904
147,124.69521903991699,2.5699596304493046,4.497429353286282,29.982862355241885
148,94.76750469207764,1.454474564432787,3.255252596587666,22.786768176113664
149,85.45952200889587,1.6661084945807474,3.4247785721937585,20.548671433162554
150,101.89760148525238,2.2969869428320857,4.593973885664171,36.75179108531337
151,98.19602489471436,2.623461447233585,4.427091192206675,28.333383630122718
152,86.63294887542725,1.5058424785562168,3.5709978777190283,24.996985144033196
153,127.20741081237793,2.5139931608677086,4.267941877752157,30.586916790557126
154,90.90066647529602,2.185699012290187,4.371398024580374,21.85699012290187
155,142.48020029067993,2.635326645951669,4.4685973561789165,25.694434798028773
156,117.24711656570435,2.3824201919418577,4.571671179131673,28.191972271311982
157,72.29831516742706,1.227110832431463,3.364658734086269,26.076105189168587
158,123.60092282295227,2.4766449778607327,3.714967466791099,19.81315982288586
159,102.0249924659729,2.5377750116791886,4.906365022579766,24.53182511289883
160,74.17782378196716,1.507267303016612,3.9635547597844236,21.403195702835887
161,114.28433799743652,2.536576118156612,4.710784219433709,23.553921097168544
162,173.6168761253357,2.7225674587027746,4.039938809687988,20.87301718338794
163,67.81114912033081,1.8116816398682083,4.0762836897034695,19.56616171057665
164,96.17787003517151,2.0709751663135103,4.2047071558486415,23.12588935716753
165,107.15792429447174,2.1774113517125264,4.178275837069983,30.91924119431787
166,244.56710958480835,1.7127949328279162,3.67537246002657,20.75504448015004
167,113.7315399646759,1.59300901650197,3.8158122953419276,23.43998981424327
168,146.7867624759674,2.1609034111451466,5.042107959338675,26.471066786528045
169,107.19574332237244,1.7982647359952666,4.295854647099803,30.930153459118586
170,185.5750926733017,1.6944826956473555,4.183254154879409,29.747585101364685
171,137.07278680801392,1.8481703716705775,3.8775339170343495,21.972692196527976
172,153.98511815071106,1.3545949166264144,3.2669642106872345,22.215356632673195
173,106.63041687011719,1.6024497252754264,4.273199267401137,25.639195604406822
174,138.52805972099304,1.2336650912558447,3.3308957463907807,22.205971642605203
175,106.2643518447876,1.9654750439712185,3.6501679388036914,21.90100763282215
176,101.87159442901611,1.5803187536579923,3.584625465614471,20.995663441456188
177,112.76686978340149,2.3241171973297834,4.067205095327121,27.11470063551414
178,157.63402724266052,1.7767017920182977,4.0610326674703945,22.74178293783421
179,97.33141338825226,1.2882527286050016,3.4248670101937853,20.059935345420744
180,146.0784969329834,2.6018113963670224,5.140163978188507,30.10667472938983
181,88.318772315979,2.235386926976568,4.393691546126358,21.236175806277398
182,103.50201654434204,2.1640847245004307,4.035725567311614,24.886974331754953
183,114.21896481513977,1.5117718726080105,4.019100832055443,23.54044773061045
184,163.26234936714172,1.9465932379822872,3.992165793150115,26.170864643984086
185,96.6049075126648,1.5485713443784275,4.09915944100172,23.228570165676413
186,111.23489379882812,1.25373460669828,3.343292284528747,20.05975370717248
187,164.88071823120117,2.427271372758821,4.4050480468586,33.98179921862349
188,100.9531284570694,1.7547539492438615,4.161273651064015,20.806368255320074
189,105.61198139190674,1.7119762001411387,3.716241019818569,25.39431363542689
190,139.13018608093262,1.7155763204864973,3.5214461315249155,22.302492166324463
191,160.2651662826538,1.8951947592068012,3.612715009737965,23.121376062322977
192,99.51542854309082,1.7091716101316325,3.9880670903071427,23.928402541842857
193,191.13638603687286,1.9556845125449291,3.7774180310799315,22.979293022402917
194,142.945094704628,1.4730441374983574,3.5556237801684487,22.914019916641113
195,137.37469959259033,1.8697150740173696,4.128954121788358,24.773724730730148
196,150.41574478149414,1.3821913953368254,3.056395057294107,19.72764082435287
197,113.10003018379211,1.5841636181606698,3.794624480710441,23.30983609579271
198,123.87552344799042,1.5956661014816098,3.5742920673188054,22.339325420742536
199,145.28725838661194,1.9407889553585045,4.19210414357437,29.943601025531215
200,129.51168537139893,1.519072083109666,3.9754439621806155,31.14097770374816
201,111.66958379745483,1.8733157530549143,3.8358370181600625,32.221030952544524
202,149.9879012107849,1.8032233439178595,4.508058359794649,36.064466878357194
203,526.3378756046295,1.3731375098857705,3.1120698482247175,21.092917860189754
204,256.0027459859848,1.9541475771848535,3.327332361152588,28.41029939137979
205,207.43961334228516,2.035864635733598,4.215100020462519,24.939341787736574
206,168.12347316741943,2.665394516435876,4.410016381739359,30.31886262445809
207,130.27743697166443,3.132510204312413,5.220850340520688,37.590122451748954
208,119.51050686836243,1.7593593427868661,3.7482003389807144,24.631030799016127
209,166.69658088684082,1.5416175037089181,3.878908557719213,24.049233057859123
210,125.6151008605957,1.759459058954839,3.4193260957046867,25.88918329604977
211,271.1934070587158,2.3856669724718986,3.7620133027441476,26.083292232359423
212,119.23407077789307,2.0002139839101165,3.9095091503697725,24.57405751661
213,168.01397609710693,2.107764609698548,4.407144183915146,30.29911626441663
214,146.96594524383545,1.4827065761037788,3.855037097869825,23.558560042537817
215,119.35602903366089,1.8318547998623584,4.531430294396361,21.524293898382712
216,140.30633163452148,1.7756074460916353,3.8926778625855087,22.491027650494047
217,133.7460765838623,2.353107334462118,4.194669596215079,24.119350178236708
218,130.51512265205383,1.7932716210584085,4.378919074677509,26.899074315876128
219,112.82564318180084,1.4404689902963874,3.0711886019526746,18.08588843372131
220,126.57943940162659,2.6855224926945844,4.565388237580794,26.087932786175962
221,169.32315635681152,2.6266847095014896,4.609088263842237,30.53520974795482
222,132.45504474639893,1.9499207775138314,3.6748506960837592,23.886529524544436
223,119.4842381477356,1.833822530214192,4.104269472384144,28.72988630668901
224,107.99507105350494,1.7704994710152593,3.895098836233571,22.257707635620406
225,148.6259126663208,1.4200123652403789,3.4035217008142413,19.49289701375429
226,170.24092876911163,1.4706930759971772,3.4592358266412484,20.467145307627387
227,136.15985119342804,1.309580947232919,3.386847277326514,24.55464276061723
228,112.60274863243103,1.7100150214997345,3.777940163778483,23.207346720353538
229,130.5261754989624,2.353868326231945,3.7661893219711113,23.53868326231945
230,187.9367377758026,1.7721267947058819,3.521238955714285,22.594616632499996
231,121.81397831439972,1.7751557820721233,3.5865392331661266,25.105774632162888
232,145.70775246620178,2.3100203505721533,4.472592593660977,35.03530865034433
233,213.32171165943146,1.6029071641927457,3.2740231438830545,21.982726823214797
234,177.24172353744507,1.8941167080450716,4.191897632558765,25.570575558608468
235,131.60766756534576,2.182410682063076,4.219327318655281,23.73371616743595
236,123.61547613143921,1.9597740043072018,4.14742870678966,22.29242929899442
237,135.65684163570404,1.9970556396988743,4.254596797619341,27.95877895578424
238,140.2123851776123,1.7142687522623261,3.745994680869527,25.285464095869308
239,234.91410291194916,2.053996432157265,3.895510474781019,26.069954715842204
240,159.76191878318787,2.0397144066496504,4.34882505568699,32.92681827877293
241,189.8023796081543,1.5470449254780154,3.2214935507012794,19.559067986400624
242,119.87863540649414,2.3691549699929477,4.022053786267098,28.824718801580868
243,130.51399040222168,1.9613738199991146,4.093301885215543,20.92132074665722
244,150.7668161392212,2.2423766801512635,4.2649125093073055,27.18881724683407
245,159.147158741951,1.7937563803795418,4.100014583724667,20.872801517143756
246,155.91607213020325,1.7711759374577178,3.5704657786846057,24.99326045079224
247,169.37460207939148,2.5721673523418906,3.7593215149612247,24.43558984724796
248,160.13341903686523,2.310236895250798,3.983167060777238,28.877961190634977
249,125.80022859573364,2.186642963105577,3.8615184242077207,22.686420742220363
250,147.77826976776123,2.0304664470961957,3.876345035365465,26.64987211813757
251,142.38385605812073,1.8505989462855745,4.108329660753975,22.82405367085542
252,152.577694773674,2.0572250803761625,4.492307828576519,27.515385450031175
253,119.4946174621582,1.7239429202557937,4.1046260006090325,24.6277560036542
254,100.1402598619461,1.3015482549203763,3.2104856954702616,20.638836613737396
255,133.12128901481628,1.7147627098073384,3.841068469968438,21.339269277602433
256,165.68610191345215,1.7447775005456994,3.6774541165347814,26.55939084164009
257,101.3116118311882,1.2709718258549814,3.39911069705402,20.88025142476041
258,91.29594469070435,1.9658538307246605,4.54180022960525,26.34244133171045
259,87.05470371246338,1.5505356707657896,3.8058602827887564,25.11867786640579
260,166.5890064239502,1.938202688987521,4.00561889057421,24.03371334344526
261,122.69327688217163,1.7879695162457123,3.933532935740567,19.667664678702835
262,142.88853311538696,2.08226846591381,4.386054853733344,25.7680722656834
263,108.11020267009735,2.0796007101553364,4.215406844909466,25.995008876941707
264,98.47553807497025,1.3033960589874483,3.465126108039802,20.295738632804554
265,116.41099154949188,2.073401977943444,4.5390691949572695,27.990926702236496
266,193.42193269729614,1.6037290982847585,3.6716955671256315,19.932061650110573
267,125.01528596878052,2.3122940141342982,4.508973327561882,20.039881455830585
268,118.18196070194244,1.4826132924106672,3.4796026250454433,21.31256607840334
269,151.11360549926758,1.9819168114967687,4.192516332012395,21.80108492646445
270,132.13321161270142,1.985707595108087,3.5301468357477095,17.32981173912512
271,109.22144389152527,1.731574016055337,3.843249645391114,19.696654432629458
272,156.62844514846802,1.86749653783342,3.964334755751646,22.596708107784384
273,126.0010814666748,2.113734132309512,3.9517638125786525,20.19790393095756
274,165.6481590270996,2.042562201374214,3.793329802552111,21.725434323707542
275,173.60207748413086,2.636366908151339,3.975473909117098,22.76862329767065
276,158.29244947433472,1.8269418549343162,3.624884632806183,22.83677318667895
277,113.22323727607727,2.1779547057545483,3.9840634861363684,27.224433821931854
278,157.37703156471252,1.5877416992184379,3.4930317382805636,20.64064208983969
279,98.76994371414185,2.159013757352644,4.452965874539828,23.749151330879084
280,110.97936046123505,1.368456179303013,3.1393994701657357,17.789930330939168
281,101.48927879333496,1.764073243596889,3.5711726638668733,20.916868459791687
282,95.85681450366974,1.3426422419403652,3.5459525876886566,19.756021559979658
283,79.722487449646,1.575551195766259,3.9660426652047205,23.003047458187382
284,117.14208579063416,1.8571462225223891,3.7555623611008313,21.125038281192175
285,151.85714256763458,1.6472447105706371,3.713280449252453,27.38544331323684
286,99.87905883789062,1.921266971654424,3.694744176258508,20.585003267725973
287,126.64247298240662,2.0762098606549153,4.152419721309831,22.83830846720407
288,158.24069201946259,2.056694249038887,4.005141432338885,25.36589573814627
289,145.82730102539062,1.5818370226733318,3.2366819079315863,21.038432401555312
290,81.49918556213379,2.137790379035997,3.562983965059995,23.515694169395964
291,141.4978380203247,1.7447711898156606,3.851664702045892,18.558020837130208
292,114.39326763153076,1.3202767993847473,3.235972547511636,20.629324990386678
293,118.67319226264954,1.8609698474324672,4.280230649094674,24.458460851969573
294,157.97488689422607,1.7008178052783198,3.561087279801482,18.992465492274572
295,173.99635243415833,1.9309513445348347,4.048768948218202,22.82033407177532
296,205.40209686756134,2.147337583616125,3.8991129807766476,24.694382211585438
297,112.78242301940918,1.5645254075917587,3.8740629140367355,20.338830298692862
298,146.2693727016449,1.8191560226776087,4.220441972612052,26.377762328825327
299,119.6430162191391,1.5982257979291647,3.1964515958583295,19.178709575149977
300,146.25201225280762,1.610664525169141,3.5762212338501267,21.099705279715746
301,167.6343958377838,1.9347624924607059,3.964677238648987,21.985937414326198
302,141.09918403625488,1.5658699467891086,3.180673329415377,18.505735734780373
303,145.8491073846817,1.738973421007952,4.294199672284942,23.37953154910691
304,170.98812854290009,2.090540043218022,3.4261628486073135,17.6202660785519
305,204.31384658813477,1.5595903346965636,3.467794979501771,18.422660828603156
306,95.85576224327087,1.7729568311410056,3.457265820724961,19.75580468985692
307,111.87344646453857,1.7736183123246894,3.586650364923261,23.057038060220965
308,176.21685528755188,1.6192814219388485,3.9111874345292184,21.185598603699937
309,180.72662496566772,1.9604015458238224,3.672301487247442,20.056415814966797
310,116.44353294372559,2.507350858529904,4.540338041121718,18.665834169055948
311,150.58444619178772,1.8103952812991926,3.745645409584536,24.1386037506559
312,188.38104724884033,1.7310598895756144,3.623685368844953,20.90587712795165
313,124.9717972278595,1.7504484671030487,3.6795141247268166,20.032910234623778
314,141.21708750724792,1.9779921537426155,4.157820241540599,22.637021315054376
315,122.31626415252686,1.747178888246683,3.601327912508469,25.209295387559283
316,137.24980545043945,2.000097107942667,4.829502772837172,24.751201710790504
317,110.0641518831253,2.2054028625199242,4.6702648853363105,26.46483435023909
318,193.0334677696228,1.808366406992431,3.5703644445747997,21.4221866674488
